Unnamed:_0,Qubit,T1_us,T2_us,Readout_assignment_error_,Prob_meas0_prep1_,Prob_meas1_prep0_,_x_sx_error_,P_Value,Zero,One,Quality,abs,Zero_pred,RSE
186,93,192.4691462000064,119.80130411645848,0.007,0.0122,0.0018,0.0005428847816785,4.4869910705652926e-08,30670,29330,0,1340,30527,20449
187,93,233.56684935476505,188.12945811093303,0.01611328125,0.0185546875,0.013671875,0.0005981727881522,0.793877432390982,29968,30032,1,64,30426,209764
188,94,141.13282523637605,160.85717461207182,0.020751953125,0.013671875,0.02783203125,0.0002679545425969,0.9219485004258076,30012,29988,1,24,29983,841
189,94,256.3981323715894,208.1151417019193,0.0211999999999999,0.0152,0.0272,0.0002193900872371,0.6890951458377008,29951,30049,1,98,30035,7056
190,95,296.2320920143454,16.548483665833405,0.015625,0.01513671875,0.01611328125,0.0001696589151785,2.4529366659017948e-113,27229,32771,0,5542,30277,9290304
191,95,239.33505615349728,17.325963525551092,0.0321,0.0254,0.0388,0.0001715797810741,0.0010908351761252,30400,29600,0,800,30034,133956
192,96,272.7770101292638,201.27013574607807,0.00048828125,0.0,0.0009765625,0.0001358215634659,0.0820105416336192,30213,29787,1,426,30229,256
193,96,305.4343073938344,222.73791682178728,0.0030999999999999,0.004,0.0022,0.0001549091220187,0.0108507389912902,30312,29688,1,624,30303,81
194,97,233.2034924828414,226.84004841632523,0.004,0.0076,0.0004,0.0001666022434764,0.0108507389912902,30312,29688,1,624,30434,14884
195,97,210.3125081796423,247.99097206367827,0.003173828125,0.00390625,0.00244140625,0.0001538612555039,1.40063375452047e-05,30532,29468,0,1064,30296,55696
196,98,179.18505288850406,27.341938301919125,0.0063999999999999,0.01,0.0028,0.0005229246473813,8.024122012162544e-05,30483,29517,0,966,30449,1156
197,98,235.9431887514776,33.12536882448523,0.009521484375,0.009765625,0.00927734375,0.0003175245149909,1.6533110218706522e-14,30940,29060,0,1880,30296,414736
198,99,325.92010271368383,87.66181853312318,0.0138,0.0272,0.0004,0.0003090634358195,1.2750125057214752e-67,32128,27872,0,4256,30931,1432809
199,99,145.43839197761775,50.46997876619211,0.014892578125,0.025390625,0.00439453125,0.001068686398115,3.9374342778000484e-16,30997,29003,0,1994,30813,33856
200,100,257.64551756554295,80.1743318191209,0.010498046875,0.00927734375,0.01171875,0.000212174872639,0.0603890813092702,30230,29770,1,460,30227,9
201,100,258.9606316709905,73.47814222819628,0.0021999999999999,0.0042,0.0002,0.0002306365395564,0.0280650561323129,30269,29731,1,538,30354,7225
202,101,274.2634908108846,253.421643304754,0.0023999999999999,0.0046,0.0002,9.9531999588e-05,2.129140455887768e-08,30686,29314,0,1372,30362,104976
203,101,252.84203280104765,371.3587048441832,0.029052734375,0.02197265625,0.0361328125,0.0002012492661926,1.5787535120817147e-06,29412,30588,0,1176,30008,355216
204,102,232.0533422019683,234.6829132017473,0.017822265625,0.0185546875,0.01708984375,0.0001744874282432,0.0004604462883697,30429,29571,0,858,30342,7569
205,102,268.693598307037,340.01075913445567,0.0232,0.0222,0.0242,0.000121687762066,0.4283596946112212,30097,29903,1,194,30275,31684
206,103,255.9214738411592,170.51615017359836,0.006,0.0114,0.0006,0.0002052426028488,2.3392002477277882e-08,30684,29316,0,1368,30526,24964
207,103,221.30629249283987,170.73268224434787,0.004150390625,0.0068359375,0.00146484375,0.0001330419727779,0.0006822219633065,30416,29584,0,832,30391,625
208,104,166.9576065317592,31.080054649492663,0.007080078125,0.00732421875,0.0068359375,0.0003356683496706,0.0274863361115103,30270,29730,1,540,30289,361
209,104,245.5838542724487,33.497443085843564,0.0069,0.0082,0.0056,0.0004225815511354,1.814392492686467e-07,30639,29361,0,1278,30340,89401
210,105,253.7415646919426,80.29283048132444,0.0041999999999999,0.0068,0.0016,0.0008852186892001,0.2668114723637181,30136,29864,1,272,30403,71289
211,105,263.8455813315325,73.67653729231341,0.005126953125,0.0068359375,0.00341796875,0.0005283902590882,0.0003274138586601,30440,29560,0,880,30356,7056
212,106,70.08541235407526,43.91388565793026,0.066162109375,0.0458984375,0.08642578125,0.000636440147991,0.0,24694,35306,0,10612,29508,23174596
213,106,302.7514185462052,40.762032575790826,0.0392,0.0464,0.032,0.0010106825156183,1.8908364032072477e-90,27530,32470,0,4940,30731,10246401
214,107,289.39939635527867,43.2997706462494,0.00439453125,0.0029296875,0.005859375,0.0002589647357046,0.1651235901283942,30170,29830,1,340,30198,784
215,107,247.62761090954203,41.05593888557792,0.0292999999999999,0.0578,0.0008,0.0001971746852068,0.0,34824,25176,0,9648,31690,9821956
216,108,417.2185155846806,287.2445422167945,0.00634765625,0.00732421875,0.00537109375,0.0001503982653046,0.0001242760671586,30470,29530,0,940,30317,23409
217,108,524.1019490363095,345.87044985877435,0.0074999999999999,0.01,0.005,0.0001424602383877,0.0002166813643776,30453,29547,0,906,30392,3721
218,109,197.08298464793967,12.706234778923886,0.0629999999999999,0.0622,0.0638,0.0013657338696996,0.0003709605934601,30436,29564,0,872,30434,4
219,109,138.48014827677616,14.68159358035578,0.428466796875,0.8251953125,0.03173828125,0.0013902898543086,0.0,52563,7437,0,45126,50358,4862025
220,110,284.60125308037925,68.82954583836879,0.012451171875,0.01953125,0.00537109375,0.0002041000831393,0.0002166813643776,30453,29547,0,906,30626,29929
221,110,310.2232253524918,72.66185543559286,0.0070999999999999,0.0122,0.002,0.0002472728411549,0.0001284722678034,30469,29531,0,938,30516,2209
222,111,172.17888450573477,157.8156662432347,0.014892578125,0.01416015625,0.015625,0.0002664216694962,0.172709461301273,30167,29833,1,334,30265,9604
223,111,148.4558665539555,118.85188054976544,0.0048,0.0082,0.0014,0.0004056639758059,0.035155634801063,30258,29742,1,516,30432,30276
224,112,326.8011070775112,259.62511230813675,0.00732421875,0.00634765625,0.00830078125,0.0001701355433513,0.3561942507445961,30113,29887,1,226,30228,13225
225,112,432.80135430923065,283.0685036847315,0.1254999999999999,0.0266,0.2244,0.0002074409313411,2.3390109164816568e-26,31301,28699,0,2602,25965,28472896
226,113,280.2253284699029,108.86663628892336,0.0028,0.0034,0.0022,0.0001477150582123,0.1095246635902444,30196,29804,1,392,30288,8464
227,113,258.39043541213294,111.82175357328786,0.017333984375,0.01318359375,0.021484375,0.0002354936985733,0.2145781167288389,29848,30152,1,304,30110,68644
228,114,249.4315119588453,13.892909234379816,0.01171875,0.00732421875,0.01611328125,0.0004177037792742,0.2922124123991713,30129,29871,1,258,30085,1936
229,114,234.0099718764907,15.232535181891638,0.0243999999999999,0.0256,0.0232,0.0003807318040494,0.0001565897008525,30463,29537,0,926,30388,5625
230,115,212.79071381269603,193.0824878477084,0.00537109375,0.0048828125,0.005859375,0.0002055100148182,0.7688046925084827,30036,29964,1,72,30246,44100
231,115,311.4491466855817,264.1062249176421,0.0060999999999999,0.009,0.0032,0.0003409774691943,1.1192498127237642e-05,30538,29462,0,1076,30411,16129
232,116,131.40056455355148,48.129801025466485,0.015380859375,0.02685546875,0.00390625,0.0005226401451642,1.2074701845279868e-60,32012,27988,0,4024,30849,1352569
233,116,55.92782981440945,97.4812366703023,0.0109,0.0212,0.0006,0.0003782324924941,2.365124773545244e-60,32007,27993,0,4014,30777,1512900
234,117,246.8747463990332,75.2842160418988,0.022705078125,0.02294921875,0.0224609375,0.0001905848508895,0.9219485004258076,29988,30012,1,24,30334,119716
235,117,236.16765005667835,84.64295032089062,0.0207,0.0376,0.0038,0.0001508454811776,3.0642892090638725e-91,32481,27519,0,4962,31114,1868689
236,118,198.8611704125916,14.591360587013623,0.003173828125,0.00439453125,0.001953125,0.0003299519700823,0.0007913550391776,30411,29589,0,822,30323,7744
237,118,153.04608995661357,221.43271323265708,0.002,0.0036,0.0004,0.0002530275287584,0.0087684086017947,30321,29679,0,642,30335,196
238,119,349.92188731759893,402.2273964709973,0.006103515625,0.00830078125,0.00390625,0.0002588930285235,4.14274593346964e-07,30620,29380,0,1240,30376,59536
239,119,308.3034029429931,328.5949448859999,0.0016,0.0028,0.0004,0.0001754446032125,0.0089806712418988,30320,29680,0,640,30313,49
240,120,319.3972950977088,288.5321011185028,0.0322265625,0.02294921875,0.04150390625,8.48921690419e-05,0.1676238351330128,29831,30169,1,338,29911,6400
241,120,259.7355218977406,384.4861528964134,0.0046,0.0048,0.0044,0.0001768941237201,0.0005202443475902,30425,29575,0,850,30275,22500
242,121,259.5940791534122,106.61133262492514,0.0770999999999999,0.0762,0.078,0.0001398385776746,2.56544975709568e-49,28192,31808,0,3616,30447,5085025
243,121,200.01422239148613,81.4990261707545,0.489501953125,0.505859375,0.47314453125,9.24564185671e-05,2.810008633408568e-07,30629,29371,0,1258,32538,3644281
244,122,332.34652490505624,197.0445064458572,0.008056640625,0.0087890625,0.00732421875,0.0001251019698888,0.0042667248221761,30350,29650,0,700,30310,1600
245,122,220.5208783059369,363.1892023678982,0.0018,0.0034,0.0002,0.0001403931152566,0.1626515211117774,29829,30171,1,342,30332,253009
246,123,195.11222121284564,258.3698852715801,0.144287109375,0.1591796875,0.12939453125,0.0001921681035736,0.009876335813476,29684,30316,0,632,31403,2954961
247,123,207.6851437545716,250.7205976469562,0.0998,0.1318,0.0678,0.0002360367995029,8.304963347012651e-85,32390,27610,0,4780,32075,99225
248,124,338.7278910234347,75.84026223324751,0.0078125,0.0087890625,0.0068359375,0.0003012959247639,0.7072228956355568,30046,29954,1,92,30325,77841
249,124,231.9360419450136,62.560505865821455,0.0029,0.005,0.0008,0.0003726869460113,3.070852015706684e-09,30726,29274,0,1452,30364,131044
250,125,331.2178897486926,294.0091649139038,0.006591796875,0.00634765625,0.0068359375,0.0009651437024976,6.973398381647014e-19,31087,28913,0,2174,30278,654481
251,125,159.0690671471408,207.68102908237805,0.0047,0.0088,0.0006,0.0008644145952347,0.0472461764666914,30243,29757,1,486,30475,53824
252,126,230.5469085362179,62.879755590907216,0.0088,0.0148,0.0028,0.0008554028194385,1.4463050765455911e-09,30741,29259,0,1482,30577,26896
253,126,313.37769070206343,48.60151274400551,0.024658203125,0.01806640625,0.03125,0.0004406588536205,0.0171176920179437,30292,29708,1,584,30022,72900
